State,"Effective Date","Valid Through Date",Bans_Prohibit,Limited_Law,Limited_Court,Limited_AG,Prohibit_Req,"Bans_gest_Any point in pregnancy","Bans_gest_Fetal heartbeat detected","Bans_gest_4 weeks postfertilization (6 weeks LMP) ","Bans_gest_6 weeks postfertilization (8 weeks LMP) ","Bans_gest_8 weeks postfertilization (10 weeks LMP)","Bans_gest_10 weeks postfertilization (12 weeks LMP) ","Bans_gest_12 weeks postfertilization (14 weeks LMP)","Bans_gest_13 weeks postfertilization (15 weeks LMP)","Bans_gest_16 weeks postfertilization (18 weeks LMP) ","Bans_gest_18 weeks postfertilization (20 weeks LMP)","Bans_gest_19 weeks postfertilization (21 weeks LMP)","Bans_gest20 weeks postfertilization (22 weeks LMP)","Bans_gest_21 weeks postfertilization (23 weeks LMP) ","Bans_gest_22 weeks postfertilization (24 weeks LMP)","Bans_gest_24 weeks postfertilization (26 weeks LMP)",Bans_gestViability,"Bans_gest_Fetus is capable of feeling pain","Bans_gest_3rd trimester","Prohibit_ExcLife endangerment","Prohibit_ExcSerious health risk","Prohibit_Exc_Fetal anomaly",Prohibit_Exc_Rape,Prohibit_Exc_Incest,Prohibit_Exc_Health,"Exc_Req_Must be performed in a hospital","Exc_ReqMust use a method most likely to result in fetal survival","Exc_Req_Second physician must participate","Exc_Req_Second physician must certify the exception","Exc_Req_Two other physicians must certify the exception","Exc_Req_Second physician must attend the abortion","Exc_Req_No requirements",Reason_Prohibit,Reason_What_Race,Reason_What_Sex,"Reason_What_Down syndrome","Reason_What_Fetal anomaly","Reason_What_Fetal disability","Reason_What_Scientific research",Methods_Prohibit,"Methods_ProcedPartial-birth abortions","Methods_ProcedDismemberment abortions","Methods_Proced_Saline method abortions","Methods_ExcLife endangerment","Methods_ExcSerious health risk","Methods_Exc_Fetal anomaly","Methods_Exc_No exceptions",TriggerBan,Bans_PreRoe
Louisiana,2022/06/27,2022/07/31,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0
Louisiana,2022/08/01,2022/11/01,1,0,.,.,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0
Maine,2018/12/01,2019/09/18,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,.
Maine,2019/09/19,2022/09/30,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Maine,2022/10/01,2022/11/01,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Maryland,2018/12/01,2022/06/30,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Maryland,2022/07/01,2022/11/01,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Massachusetts,2018/12/01,2020/12/28,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Massachusetts,2020/12/29,2022/07/28,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Massachusetts,2022/07/29,2022/11/01,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Michigan,2018/12/01,2022/06/23,1,1,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,1
Michigan,2022/06/24,2022/09/06,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,1
Michigan,2022/09/07,2022/11/01,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,1
Minnesota,2018/12/01,2022/11/01,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Mississippi,2018/12/01,2019/05/23,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,1
Mississippi,2019/05/24,2019/06/30,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,1
Mississippi,2019/07/01,2019/12/12,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,1
Mississippi,2019/12/13,2020/02/19,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,1
Mississippi,2020/02/20,2020/06/30,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,1
Mississippi,2020/07/01,2021/05/16,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1
Mississippi,2021/05/17,2022/06/23,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1
Mississippi,2022/06/24,2022/06/26,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,1
Mississippi,2022/06/27,2022/11/01,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,1
Missouri,2018/12/01,2019/08/26,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Missouri,2019/08/27,2019/08/27,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Missouri,2019/08/28,2019/09/26,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Missouri,2019/09/27,2021/06/08,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Missouri,2021/06/09,2021/07/12,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Missouri,2021/07/13,2022/06/23,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Missouri,2022/06/24,2022/11/01,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Montana,2018/12/01,2021/09/30,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,.
Montana,2021/10/01,2021/10/06,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Montana,2021/10/07,2022/08/08,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Montana,2022/08/09,2022/11/01,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Nebraska,2018/12/01,2020/11/13,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,.
Nebraska,2020/11/14,2022/11/01,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,0,0
Nevada,2018/12/01,2022/11/01,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
"New Hampshire",2018/12/01,2021/12/31,1,0,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"New Hampshire",2022/01/01,2022/05/19,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"New Hampshire",2022/05/20,2022/05/26,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"New Hampshire",2022/05/27,2022/11/01,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"New Jersey",2018/12/01,2021/12/05,1,1,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"New Jersey",2021/12/06,2022/11/01,1,1,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"New Mexico",2018/12/01,2021/06/17,1,1,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,1
"New Mexico",2021/06/18,2022/11/01,1,0,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"New York",2018/12/01,2019/01/21,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,.
"New York",2019/01/22,2022/01/18,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
"New York",2022/01/19,2022/11/01,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
"North Carolina",2018/12/01,2019/03/24,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.,.,.,.,.,.,.,0,1
"North Carolina",2019/03/25,2022/11/01,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.,.,.,.,.,.,.,0,1
"North Dakota",2018/12/01,2019/07/31,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,.
"North Dakota",2019/08/01,2022/07/26,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
"North Dakota",2022/07/27,2022/07/27,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
"North Dakota",2022/07/28,2022/08/24,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0
"North Dakota",2022/08/25,2022/08/31,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0
"North Dakota",2022/09/01,2022/10/30,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0
"North Dakota",2022/10/31,2022/11/01,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0
Ohio,2018/12/01,2019/03/21,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
Ohio,2019/03/22,2019/04/17,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Ohio,2019/04/18,2019/07/02,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Ohio,2019/07/03,2019/07/10,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Ohio,2019/07/11,2019/10/10,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Ohio,2019/10/11,2021/04/12,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Ohio,2021/04/13,2022/06/23,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Ohio,2022/06/24,2022/09/13,1,0,.,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Ohio,2022/09/14,2022/10/11,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Ohio,2022/10/12,2022/11/01,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Oklahoma,2018/12/01,2019/11/03,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,2019/11/04,2021/10/03,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,2021/10/04,2021/10/24,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,2021/10/25,2021/10/31,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,2021/11/01,2022/05/02,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,2022/05/03,2022/05/24,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,2022/05/25,2022/06/23,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,2022/06/24,2022/08/25,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,2022/08/26,2022/11/01,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oregon,2018/12/01,2022/11/01,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Pennsylvania,2018/12/01,2022/11/01,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,.,.,.,.,.,.,.,0,0
"Rhode Island",2018/12/01,2019/06/18,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
"Rhode Island",2019/06/19,2022/01/03,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
"Rhode Island",2022/01/04,2022/11/01,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
"South Carolina",2018/12/01,2021/02/17,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"South Carolina",2021/02/18,2021/02/18,1,0,.,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"South Carolina",2021/02/19,2021/03/18,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"South Carolina",2021/03/19,2022/02/21,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"South Carolina",2022/02/22,2022/06/23,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"South Carolina",2022/06/24,2022/06/26,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"South Carolina",2022/06/27,2022/07/20,1,0,.,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"South Carolina",2022/07/21,2022/07/21,1,0,.,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"South Carolina",2022/07/22,2022/07/25,1,0,.,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"South Carolina",2022/07/26,2022/08/16,1,0,.,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"South Carolina",2022/08/17,2022/11/01,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
"South Dakota",2018/12/01,2021/06/30,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"South Dakota",2021/07/01,2022/06/23,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
"South Dakota",2022/06/24,2022/11/01,1,0,.,.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Tennessee,2018/12/01,2019/06/30,1,0,.,.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Tennessee,2019/07/01,2020/07/12,1,0,.,.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,1,0
Tennessee,2020/07/13,2020/07/23,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Tennessee,2020/07/24,2020/11/19,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Tennessee,2020/11/20,2022/02/01,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Tennessee,2022/02/02,2022/06/27,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Tennessee,2022/06/28,2022/07/27,1,0,.,.,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Tennessee,2022/07/28,2022/08/24,1,0,.,.,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
